what,kind,bundleId,bundleVersion,description,time
locale,sysinfo,,,"en_US",1388369990398
processors,sysinfo,,,"8",1388369990399
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1388369990399
java.runtime.version,sysinfo,,,"1.6.0_65-b14-462-11M4609",1388369990399
java.specification.name,sysinfo,,,"Java Platform API Specification",1388369990399
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1388369990399
java.specification.version,sysinfo,,,"1.6",1388369990399
java.vendor,sysinfo,,,"Apple Inc.",1388369990399
java.version,sysinfo,,,"1.6.0_65",1388369990399
java.vm.info,sysinfo,,,"mixed mode",1388369990399
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1388369990399
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1388369990399
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1388369990399
java.vm.specification.version,sysinfo,,,"1.0",1388369990399
java.vm.vendor,sysinfo,,,"Apple Inc.",1388369990399
java.vm.version,sysinfo,,,"20.65-b04-462",1388369990399
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1388369996150
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1388370012590
started,bundle,org.eclipse.wst.xsl.core,1.1.0.v201004290328,"org.eclipse.wst.xsl.core",1388370022386
started,bundle,org.eclipse.wst.xsl.exslt.core,1.0.0.v201005240426,"org.eclipse.wst.xsl.exslt.core",1388370022387
started,bundle,org.eclipse.wst.dtd.core,1.1.401.v201101122255,"org.eclipse.wst.dtd.core",1388370022435
started,bundle,org.eclipse.emf.ecore,2.6.1.v20100914-1218,"org.eclipse.emf.ecore",1388370022447
started,bundle,org.eclipse.emf.ecore.xmi,2.5.0.v20100521-1846,"org.eclipse.emf.ecore.xmi",1388370022505
started,bundle,org.eclipse.wst.internet.cache,1.0.400.v201004280700,"org.eclipse.wst.internet.cache",1388370022554
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1388370136699
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1388370170195
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1388370179233
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1388370192021
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1388370193370
started,bundle,org.eclipse.wst.xsd.core,1.1.503.v201011121919,"org.eclipse.wst.xsd.core",1388370193486
started,bundle,org.eclipse.dltk.validators.core,1.0.0.v20100524-0038,"org.eclipse.dltk.validators.core",1388370193491
started,bundle,org.eclipse.dltk.validators.externalchecker,1.0.0.v20090803-1754,"org.eclipse.dltk.validators.externalchecker",1388370193505
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1388370205062
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1388370235769
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1388370247203
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1388370248177
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1388370327083
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1388370370345
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1388370391615
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1388370464025
