what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1388433892370
activated,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1388433914197
activated,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1388433924546
activated,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1388433930128
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1388433966550
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1388433967601
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1388433990222
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1388434036150
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1388434068323
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1388434073793
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1388434082092
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1388434088260
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1388434089978
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1388434096344
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1388434097519
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1388434113473
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1388434115594
activated,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1388434126178
activated,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1388434141509
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1388434156069
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1388434159028
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1388434166691
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1388434167619
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1388434171354
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1388434172807
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1388434182138
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1388434183504
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1388434189779
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1388434190758
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1388434193707
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1388434194691
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1388434212525
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1388434214079
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1388434237092
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1388434255352
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1388434261090
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1388434280206
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1388434281338
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1388434282657
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1388434288316
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1388434291949
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1388434304054
activated,view,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.ui.explorer",1388434305382
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1388434305447
activated,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1388434309704
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1388434424085
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1388434425990
