what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1388330728082
error,log,,,"IStructuredDocumentRegion management failed.",1388330736893
error,log,,,"IStructuredDocumentRegion management failed.",1388330740526
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1388330747343
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1388330753574
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1388330754812
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1388330784460
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1388330797541
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1388330799439
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1388330810634
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1388330814624
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1388330817938
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1388330819073
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1388330823318
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1388330824659
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1388330833639
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1388330840306
error,log,,,"IStructuredDocumentRegion management failed.",1388330847290
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1388330855532
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1388330887661
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1388330891532
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1388330894701
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1388330916447
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1388330953421
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1388330954307
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1388330994545
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1388330996711
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1388331111772
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1388331113731
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1388331751156
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1388331753227
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1388339152282
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1388339154494
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1388339174970
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1388339196517
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1388339201038
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1388339207050
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1388339214397
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1388339214992
error,log,,,"IStructuredDocumentRegion management failed.",1388339310362
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1388339312237
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1388339313281
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1388339316087
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1388339316862
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1388339339347
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1388339346575
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1388339355632
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1388339367183
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1388339370690
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1388339378254
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1388339381330
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1388339384036
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1388339388330
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1388339396406
error,log,,,"Error logged from Debug UI: ",1388339505474
error,log,,,"Error logged from Debug UI: ",1388339505475
error,log,,,"Error logged from Debug UI: ",1388339505479
error,log,,,"Error logged from Debug UI: ",1388339505479
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1388339506004
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1388339716569
error,log,,,"IStructuredDocumentRegion management failed.",1388339738916
error,log,,,"IStructuredDocumentRegion management failed.",1388339769127
error,log,,,"IStructuredDocumentRegion management failed.",1388339769955
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1388339794652
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1388339799167
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1388339800902
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1388339822956
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1388339895905
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1388339941665
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1388339951840
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1388339953220
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1388339959136
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1388339974619
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1388340031521
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1388340037340
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1388340042858
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1388340048380
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1388340052867
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.cut",1388340060288
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1388340064929
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1388340073487
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1388340075982
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1388340081844
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1388340101635
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1388340102350
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1388340105594
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1388340110532
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1388340111069
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1388340115610
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1388340118602
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1388340131856
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1388340133787
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1388340141986
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1388340142704
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1388340147466
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1388340157062
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1388340162804
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1388340167298
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1388340170167
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1388340178688
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1388340179570
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1388340184813
